BHUBANESHWAR,INDORE,1275
BHUBANESHWAR,JABALPUR,1087
BHUBANESHWAR,JAIPUR,1680
BHUBANESHWAR,JAMSHEDPUR,422
BHUBANESHWAR,JULLUNDUR,2088
BHUBANESHWAR,KANPUR,1283
BHUBANESHWAR,KOLHAPUR,1622
BHUBANESHWAR,LUCKNOW,1254
BHUBANESHWAR,LUDHIANA,2023
BHUBANESHWAR,MADRAS,1207
BHUBANESHWAR,MADURAI,1687
BHUBANESHWAR,MEERUT,1707
BHUBANESHWAR,NAGPUR,830
BHUBANESHWAR,NASIK,1516
BHUBANESHWAR,PANJIM,1397
BHUBANESHWAR,PATNA,862
BHUBANESHWAR,PONDICHERRY,1373
BHUBANESHWAR,PUNE,1587
BHUBANESHWAR,RANCHI,560
BHUBANESHWAR,SHILLONG,1640
BHUBANESHWAR,SHIMLA,1913
BHUBANESHWAR,SURAT,1579
BHUBANESHWAR,TRIVANDRUM,1953
BHUBANESHWAR,VARANASI,968
BHUBANESHWAR,VIJAYAWADA,775
BHUBANESHWAR,VISHAKAPATNAM,445
BOMBAY,AGARTALA,3421
BOMBAY,AGRA,1180
BOMBAY,AHMEDABAD,552
BOMBAY,ALLAHABAD,1352
BOMBAY,AMRITSAR,1700
BOMBAY,ASANSOL,1784
BOMBAY,BANGALORE,910
BOMBAY,BARODA,433
BOMBAY,BHOPAL,778
BOMBAY,BHUBANESHWAR,1678
BOMBAY,BOMBAY,0
BOMBAY,CALCUTTA,1558
BOMBAY,CALICUT,1160
BOMBAY,CHANDIGARH,1501
BOMBAY,COCHIN,1360
BOMBAY,COIMBATORE,1189
BOMBAY,DELHI,1257
BOMBAY,GWALIOR,1085
BOMBAY,HUBLI,614
BOMBAY,HYDERABAD,729
BOMBAY,IMPHAL,3275
BOMBAY,INDORE,589
BOMBAY,JABALPUR,1106
BOMBAY,JAIPUR,994
BOMBAY,JAMSHEDPUR,1777
BOMBAY,JULLUNDUR,1632
BOMBAY,KANPUR,1278
BOMBAY,KOLHAPUR,426
BOMBAY,LUCKNOW,1357
BOMBAY,LUDHIANA,1564
BOMBAY,MADRAS,1241
BOMBAY,MADURAI,1342
BOMBAY,MEERUT,1321
BOMBAY,NAGPUR,849
BOMBAY,NASIK,197
BOMBAY,PANJIM,584
BOMBAY,PATNA,1754
BOMBAY,PONDICHERRY,1238
BOMBAY,PUNE,184
BOMBAY,RANCHI,1807
BOMBAY,SHILLONG,2038
BOMBAY,SHIMLA,1600
BOMBAY,SURAT,301
BOMBAY,TRIVANDRUM,1376
BOMBAY,VARANASI,1514
BOMBAY,VIJAYAWADA,973
BOMBAY,VISHAKAPATNAM,1328
CALCUTTA,AGARTALA,1863
CALCUTTA,AGRA,1300
CALCUTTA,AHMEDABAD,1493
CALCUTTA,ALLAHABAD,817
CALCUTTA,AMRITSAR,1885
CALCUTTA,ASANSOL,226
CALCUTTA,BANGALORE,1414
CALCUTTA,BARODA,1612
CALCUTTA,BHOPAL,1495
CALCUTTA,BHUBANESHWAR,423
CALCUTTA,BOMBAY,1558
CALCUTTA,CALCUTTA,0
CALCUTTA,CALICUT,1550
CALCUTTA,CHANDIGARH,1671
CALCUTTA,COCHIN,1772
CALCUTTA,COIMBATORE,1747
CALCUTTA,DELHI,1440
CALCUTTA,GWALIOR,1224
CALCUTTA,HUBLI,1164
CALCUTTA,HYDERABAD,1467
CALCUTTA,IMPHAL,1717
CALCUTTA,INDORE,1608
CALCUTTA,JABALPUR,1167
CALCUTTA,JAIPUR,1527
CALCUTTA,JAMSHEDPUR,268
CALCUTTA,JULLUNDUR,1815
CALCUTTA,KANPUR,1010
CALCUTTA,KOLHAPUR,1228
CALCUTTA,LUCKNOW,981
CALCUTTA,LUDHIANA,1750
CALCUTTA,MADRAS,1630
CALCUTTA,MADURAI,1846
CALCUTTA,MEERUT,1434
CALCUTTA,NAGPUR,1163
CALCUTTA,NASIK,1675
CALCUTTA,PANJIM,974
CALCUTTA,PATNA,621
CALCUTTA,PONDICHERRY,1713
CALCUTTA,PUNE,1475
CALCUTTA,RANCHI,414
CALCUTTA,SHILLONG,1281
CALCUTTA,SHIMLA,1640
CALCUTTA,SURAT,1756
CALCUTTA,TRIVANDRUM,1766
CALCUTTA,VARANASI,695
CALCUTTA,VIJAYAWADA,1198
CALCUTTA,VISHAKAPATNAM,868
CALICUT,AGARTALA,3413
CALICUT,AGRA,2056
CALICUT,AHMEDABAD,1648
CALICUT,ALLAHABAD,1643
CALICUT,AMRITSAR,2426
CALICUT,ASANSOL,1776
CALICUT,BANGALORE,520
CALICUT,BARODA,1529
CALICUT,BHOPAL,1668
CALICUT,BHUBANESHWAR,1922
CALICUT,BOMBAY,1160
CALICUT,CALCUTTA,1550
CALICUT,CALICUT,0
CALICUT,CHANDIGARH,2187
CALICUT,COCHIN,222
CALICUT,COIMBATORE,417
CALICUT,DELHI,2089
CALICUT,GWALIOR,2042
CALICUT,HUBLI,766
CALICUT,HYDERABAD,910
CALICUT,IMPHAL,3267
CALICUT,INDORE,1607
CALICUT,JABALPUR,1643
CALICUT,JAIPUR,1826
CALICUT,JAMSHEDPUR,1818
CALICUT,JULLUNDUR,2341
CALICUT,KANPUR,1836
CALICUT,KOLHAPUR,830
CALICUT,LUCKNOW,1877
CALICUT,LUDHIANA,2292
CALICUT,MADRAS,715
CALICUT,MADURAI,548
CALICUT,MEERUT,2153
CALICUT,NAGPUR,1386
CALICUT,NASIK,1193
CALICUT,PANJIM,576
CALICUT,PATNA,2045
CALICUT,PONDICHERRY,566
CALICUT,PUNE,984
CALICUT,RANCHI,1964
CALICUT,SHILLONG,2219
CALICUT,SHIMLA,2286
CALICUT,SURAT,1396
CALICUT,TRIVANDRUM,440
CALICUT,VARANASI,2099
CALICUT,VIJAYAWADA,1147
CALICUT,VISHAKAPATNAM,1477
CHANDIGARH,AGARTALA,2929
CHANDIGARH,AGRA,448
CHANDIGARH,AHMEDABAD,1155
CHANDIGARH,ALLAHABAD,854
CHANDIGARH,AMRITSAR,239
CHANDIGARH,ASANSOL,1450
CHANDIGARH,BANGALORE,1958
CHANDIGARH,BARODA,1181
CHANDIGARH,BHOPAL,988
CHANDIGARH,BHUBANESHWAR,1944
CHANDIGARH,BOMBAY,1501
CHANDIGARH,CALCUTTA,1671
CHANDIGARH,CALICUT,2187
CHANDIGARH,CHANDIGARH,0
CHANDIGARH,COCHIN,1965
CHANDIGARH,COIMBATORE,2160
CHANDIGARH,DELHI,248
CHANDIGARH,GWALIOR,462
CHANDIGARH,HUBLI,1567
CHANDIGARH,HYDERABAD,1594
CHANDIGARH,IMPHAL,2782
CHANDIGARH,INDORE,912
CHANDIGARH,JABALPUR,1046
CHANDIGARH,JAIPUR,507
CHANDIGARH,JAMSHEDPUR,1528
CHANDIGARH,JULLUNDUR,154
CHANDIGARH,KANPUR,661
CHANDIGARH,KOLHAPUR,1782
CHANDIGARH,LUCKNOW,740
CHANDIGARH,LUDHIANA,105
CHANDIGARH,MADRAS,2099
CHANDIGARH,MADURAI,2264
CHANDIGARH,MEERUT,314
CHANDIGARH,NAGPUR,1118
CHANDIGARH,NASIK,1326
CHANDIGARH,PANJIM,1757
CHANDIGARH,PATNA,1248
CHANDIGARH,PONDICHERRY,1931
CHANDIGARH,PUNE,1535
CHANDIGARH,RANCHI,1384
CHANDIGARH,SHILLONG,2267
CHANDIGARH,SHIMLA,99
CHANDIGARH,SURAT,1325
CHANDIGARH,TRIVANDRUM,2183
CHANDIGARH,VARANASI,976
CHANDIGARH,VIJAYAWADA,1860
CHANDIGARH,VISHAKAPATNAM,2028
COCHIN,AGARTALA,3635
COCHIN,AGRA,2064
COCHIN,AHMEDABAD,1845
COCHIN,ALLAHABAD,1607
COCHIN,AMRITSAR,2204
COCHIN,ASANSOL,1998
COCHIN,BANGALORE,512
COCHIN,BARODA,1726
COCHIN,BHOPAL,1660
COCHIN,BHUBANESHWAR,1828
COCHIN,BOMBAY,1360
COCHIN,CALCUTTA,1772
COCHIN,CALICUT,222
COCHIN,CHANDIGARH,1965
COCHIN,COCHIN,0
COCHIN,COIMBATORE,195
COCHIN,DELHI,2097
COCHIN,GWALIOR,1881
COCHIN,HUBLI,774
COCHIN,HYDERABAD,1075
COCHIN,IMPHAL,3489
COCHIN,INDORE,1804
COCHIN,JABALPUR,1808
COCHIN,JAIPUR,1834
COCHIN,JAMSHEDPUR,2040
COCHIN,JULLUNDUR,2119
COCHIN,KANPUR,1800
COCHIN,KOLHAPUR,934
COCHIN,LUCKNOW,1841
COCHIN,LUDHIANA,2070
COCHIN,MADRAS,621
COCHIN,MADURAI,326
COCHIN,MEERUT,2161
COCHIN,NAGPUR,1551
COCHIN,NASIK,1390
COCHIN,PANJIM,798
COCHIN,PATNA,2009
COCHIN,PONDICHERRY,530
COCHIN,PUNE,1181
COCHIN,RANCHI,2186
COCHIN,SHILLONG,2384
COCHIN,SHIMLA,2064
COCHIN,SURAT,1593
COCHIN,TRIVANDRUM,218
COCHIN,VARANASI,2115
COCHIN,VIJAYAWADA,1053
COCHIN,VISHAKAPATNAM,1383
COIMBATORE,AGARTALA,3570
COIMBATORE,AGRA,1970
COIMBATORE,AHMEDABAD,1669
COIMBATORE,ALLAHABAD,1487
COIMBATORE,AMRITSAR,2399
COIMBATORE,ASANSOL,1973
COIMBATORE,BANGALORE,333
COIMBATORE,BARODA,1550
COIMBATORE,BHOPAL,1481
